# Simulated NCR wholesale prices (PHP/kg) for the last 90 days.
# market,commodity,price_php_per_kg,demand,date
Davao Bankerohan,Tomato,84,Stable,2026-05-06
Iloilo Terminal,Tomato,78,Stable,2026-05-06
Balintawak,White Potato,76,Stable,2026-05-06
Divisoria,White Potato,72,Stable,2026-05-06
Mega Q-Mart,White Potato,93,Stable,2026-05-06
Muntinlupa,White Potato,98,Rising,2026-05-06
Cebu Carbon,White Potato,95,Rising,2026-05-06
Baguio Public,White Potato,106,Surging,2026-05-06
Davao Bankerohan,White Potato,85,Dipping,2026-05-06
Iloilo Terminal,White Potato,90,Stable,2026-05-06
Balintawak,Bell Pepper (Green),141,Dipping,2026-05-06
Divisoria,Bell Pepper (Green),158,Rising,2026-05-06
Mega Q-Mart,Bell Pepper (Green),177,Dipping,2026-05-06
Muntinlupa,Bell Pepper (Green),197,Rising,2026-05-06
Cebu Carbon,Bell Pepper (Green),176,Dipping,2026-05-06
Baguio Public,Bell Pepper (Green),199,Rising,2026-05-06
Davao Bankerohan,Bell Pepper (Green),185,Stable,2026-05-06
Iloilo Terminal,Bell Pepper (Green),172,Dipping,2026-05-06
Balintawak,Cauliflower,122,Stable,2026-05-06
Divisoria,Cauliflower,115,Dipping,2026-05-06
Mega Q-Mart,Cauliflower,173,Surging,2026-05-06
Muntinlupa,Cauliflower,157,Rising,2026-05-06
Cebu Carbon,Cauliflower,158,Rising,2026-05-06
Baguio Public,Cauliflower,169,Surging,2026-05-06
Davao Bankerohan,Cauliflower,147,Stable,2026-05-06
Iloilo Terminal,Cauliflower,151,Stable,2026-05-06
Balintawak,Lettuce (Romaine),107,Surging,2026-05-06
Divisoria,Lettuce (Romaine),110,Surging,2026-05-06
Mega Q-Mart,Lettuce (Romaine),119,Stable,2026-05-06
Muntinlupa,Lettuce (Romaine),127,Rising,2026-05-06
Cebu Carbon,Lettuce (Romaine),131,Surging,2026-05-06
Baguio Public,Lettuce (Romaine),115,Stable,2026-05-06
Davao Bankerohan,Lettuce (Romaine),137,Surging,2026-05-06
Iloilo Terminal,Lettuce (Romaine),115,Stable,2026-05-06
Balintawak,Mango (Carabao),106,Stable,2026-05-06
Divisoria,Mango (Carabao),114,Rising,2026-05-06
Mega Q-Mart,Mango (Carabao),125,Stable,2026-05-06
Muntinlupa,Mango (Carabao),119,Dipping,2026-05-06
Cebu Carbon,Mango (Carabao),120,Dipping,2026-05-06
Baguio Public,Mango (Carabao),133,Stable,2026-05-06
Davao Bankerohan,Mango (Carabao),140,Rising,2026-05-06
Iloilo Terminal,Mango (Carabao),130,Stable,2026-05-06
Balintawak,Rice (Well Milled),47,Stable,2026-05-06
Divisoria,Rice (Well Milled),49,Rising,2026-05-06
Mega Q-Mart,Rice (Well Milled),60,Rising,2026-05-06
Muntinlupa,Rice (Well Milled),61,Rising,2026-05-06
Cebu Carbon,Rice (Well Milled),55,Stable,2026-05-06
Baguio Public,Rice (Well Milled),64,Surging,2026-05-06
Davao Bankerohan,Rice (Well Milled),58,Rising,2026-05-06
Iloilo Terminal,Rice (Well Milled),60,Rising,2026-05-06
Balintawak,Eggplant,60,Surging,2026-05-06
Divisoria,Eggplant,50,Dipping,2026-05-06
Mega Q-Mart,Eggplant,61,Dipping,2026-05-06
Muntinlupa,Eggplant,65,Stable,2026-05-06
Cebu Carbon,Eggplant,69,Rising,2026-05-06
Baguio Public,Eggplant,74,Surging,2026-05-06
Davao Bankerohan,Eggplant,68,Rising,2026-05-06
Iloilo Terminal,Eggplant,65,Stable,2026-05-06
Balintawak,Squash,38,Rising,2026-05-06
Divisoria,Squash,32,Dipping,2026-05-06
Mega Q-Mart,Squash,43,Stable,2026-05-06
Muntinlupa,Squash,41,Dipping,2026-05-06
Cebu Carbon,Squash,47,Rising,2026-05-06
Baguio Public,Squash,49,Surging,2026-05-06
Davao Bankerohan,Squash,40,Dipping,2026-05-06
Iloilo Terminal,Squash,49,Surging,2026-05-06
Balintawak,Ampalaya,77,Surging,2026-05-06
Divisoria,Ampalaya,65,Stable,2026-05-06
Mega Q-Mart,Ampalaya,76,Dipping,2026-05-06
Muntinlupa,Ampalaya,85,Rising,2026-05-06
Cebu Carbon,Ampalaya,87,Rising,2026-05-06
Baguio Public,Ampalaya,92,Surging,2026-05-06
Davao Bankerohan,Ampalaya,85,Rising,2026-05-06
Iloilo Terminal,Ampalaya,93,Surging,2026-05-06
Balintawak,Pechay Baguio,45,Dipping,2026-05-05
Divisoria,Pechay Baguio,46,Dipping,2026-05-05
Mega Q-Mart,Pechay Baguio,63,Rising,2026-05-05
Muntinlupa,Pechay Baguio,67,Surging,2026-05-05
Cebu Carbon,Pechay Baguio,64,Rising,2026-05-05
Baguio Public,Pechay Baguio,59,Stable,2026-05-05
Davao Bankerohan,Pechay Baguio,67,Surging,2026-05-05
Iloilo Terminal,Pechay Baguio,69,Surging,2026-05-05
Balintawak,Cabbage (Scorpio),38,Stable,2026-05-05
Divisoria,Cabbage (Scorpio),44,Surging,2026-05-05
Mega Q-Mart,Cabbage (Scorpio),49,Stable,2026-05-05
Muntinlupa,Cabbage (Scorpio),55,Surging,2026-05-05
Cebu Carbon,Cabbage (Scorpio),54,Surging,2026-05-05
Baguio Public,Cabbage (Scorpio),55,Surging,2026-05-05
Davao Bankerohan,Cabbage (Scorpio),45,Dipping,2026-05-05
Iloilo Terminal,Cabbage (Scorpio),56,Surging,2026-05-05
Balintawak,Carrots,81,Stable,2026-05-05
Divisoria,Carrots,97,Surging,2026-05-05
Mega Q-Mart,Carrots,117,Surging,2026-05-05
Muntinlupa,Carrots,117,Surging,2026-05-05
Cebu Carbon,Carrots,105,Stable,2026-05-05
Baguio Public,Carrots,107,Rising,2026-05-05
Davao Bankerohan,Carrots,100,Stable,2026-05-05
Iloilo Terminal,Carrots,94,Dipping,2026-05-05
Balintawak,Broccoli,150,Surging,2026-05-05
Divisoria,Broccoli,148,Surging,2026-05-05
Mega Q-Mart,Broccoli,180,Surging,2026-05-05
Muntinlupa,Broccoli,164,Stable,2026-05-05
Cebu Carbon,Broccoli,173,Rising,2026-05-05
Baguio Public,Broccoli,169,Rising,2026-05-05
Davao Bankerohan,Broccoli,184,Surging,2026-05-05
Iloilo Terminal,Broccoli,175,Rising,2026-05-05
Balintawak,Tomato,63,Dipping,2026-05-05
Divisoria,Tomato,65,Stable,2026-05-05
Mega Q-Mart,Tomato,88,Rising,2026-05-05
Muntinlupa,Tomato,81,Stable,2026-05-05
Cebu Carbon,Tomato,88,Rising,2026-05-05
Baguio Public,Tomato,88,Rising,2026-05-05
Davao Bankerohan,Tomato,74,Dipping,2026-05-05
Iloilo Terminal,Tomato,89,Surging,2026-05-05
Balintawak,White Potato,85,Surging,2026-05-05
Divisoria,White Potato,80,Rising,2026-05-05
Mega Q-Mart,White Potato,85,Dipping,2026-05-05
Muntinlupa,White Potato,99,Rising,2026-05-05
Cebu Carbon,White Potato,104,Surging,2026-05-05
Baguio Public,White Potato,96,Rising,2026-05-05
Davao Bankerohan,White Potato,91,Stable,2026-05-05
Iloilo Terminal,White Potato,102,Surging,2026-05-05
Balintawak,Bell Pepper (Green),163,Rising,2026-05-05
Divisoria,Bell Pepper (Green),141,Dipping,2026-05-05
Mega Q-Mart,Bell Pepper (Green),210,Surging,2026-05-05
Muntinlupa,Bell Pepper (Green),205,Surging,2026-05-05
Cebu Carbon,Bell Pepper (Green),199,Rising,2026-05-05
Baguio Public,Bell Pepper (Green),205,Surging,2026-05-05
Davao Bankerohan,Bell Pepper (Green),189,Stable,2026-05-05
Iloilo Terminal,Bell Pepper (Green),195,Rising,2026-05-05
Balintawak,Cauliflower,136,Surging,2026-05-05
Divisoria,Cauliflower,133,Rising,2026-05-05
Mega Q-Mart,Cauliflower,163,Rising,2026-05-05
Muntinlupa,Cauliflower,156,Stable,2026-05-05
Cebu Carbon,Cauliflower,149,Stable,2026-05-05
Baguio Public,Cauliflower,139,Dipping,2026-05-05
Davao Bankerohan,Cauliflower,157,Rising,2026-05-05
Iloilo Terminal,Cauliflower,158,Rising,2026-05-05
Balintawak,Lettuce (Romaine),100,Stable,2026-05-05
Divisoria,Lettuce (Romaine),91,Dipping,2026-05-05
Mega Q-Mart,Lettuce (Romaine),128,Rising,2026-05-05
Muntinlupa,Lettuce (Romaine),123,Rising,2026-05-05
Cebu Carbon,Lettuce (Romaine),129,Rising,2026-05-05
Baguio Public,Lettuce (Romaine),112,Dipping,2026-05-05
Davao Bankerohan,Lettuce (Romaine),130,Surging,2026-05-05
Iloilo Terminal,Lettuce (Romaine),127,Rising,2026-05-05
Balintawak,Mango (Carabao),97,Dipping,2026-05-05
Divisoria,Mango (Carabao),122,Surging,2026-05-05
Mega Q-Mart,Mango (Carabao),119,Dipping,2026-05-05
Muntinlupa,Mango (Carabao),119,Dipping,2026-05-05
Cebu Carbon,Mango (Carabao),121,Dipping,2026-05-05
Baguio Public,Mango (Carabao),123,Dipping,2026-05-05
Davao Bankerohan,Mango (Carabao),138,Rising,2026-05-05
Iloilo Terminal,Mango (Carabao),151,Surging,2026-05-05
Balintawak,Rice (Well Milled),44,Dipping,2026-05-05
Divisoria,Rice (Well Milled),49,Rising,2026-05-05
Mega Q-Mart,Rice (Well Milled),55,Stable,2026-05-05
Muntinlupa,Rice (Well Milled),63,Surging,2026-05-05
Cebu Carbon,Rice (Well Milled),59,Rising,2026-05-05
Baguio Public,Rice (Well Milled),55,Stable,2026-05-05
Davao Bankerohan,Rice (Well Milled),53,Dipping,2026-05-05
Iloilo Terminal,Rice (Well Milled),62,Surging,2026-05-05
Balintawak,Eggplant,60,Surging,2026-05-05
Divisoria,Eggplant,61,Surging,2026-05-05
Mega Q-Mart,Eggplant,60,Dipping,2026-05-05
Muntinlupa,Eggplant,65,Stable,2026-05-05
Cebu Carbon,Eggplant,61,Dipping,2026-05-05
Baguio Public,Eggplant,69,Rising,2026-05-05
Davao Bankerohan,Eggplant,66,Stable,2026-05-05
Iloilo Terminal,Eggplant,69,Rising,2026-05-05
Balintawak,Squash,34,Stable,2026-05-05
Divisoria,Squash,34,Dipping,2026-05-05
Mega Q-Mart,Squash,47,Rising,2026-05-05
Muntinlupa,Squash,44,Rising,2026-05-05
Cebu Carbon,Squash,49,Surging,2026-05-05
Baguio Public,Squash,46,Rising,2026-05-05
Davao Bankerohan,Squash,40,Dipping,2026-05-05
Iloilo Terminal,Squash,46,Rising,2026-05-05
Balintawak,Ampalaya,77,Surging,2026-05-05
Divisoria,Ampalaya,70,Rising,2026-05-05
Mega Q-Mart,Ampalaya,82,Stable,2026-05-05
Muntinlupa,Ampalaya,93,Surging,2026-05-05
Cebu Carbon,Ampalaya,88,Rising,2026-05-05
Baguio Public,Ampalaya,75,Dipping,2026-05-05
Davao Bankerohan,Ampalaya,93,Surging,2026-05-05
Iloilo Terminal,Ampalaya,90,Surging,2026-05-05
Balintawak,Pechay Baguio,49,Stable,2026-05-04
Divisoria,Pechay Baguio,47,Stable,2026-05-04
Mega Q-Mart,Pechay Baguio,60,Stable,2026-05-04
Muntinlupa,Pechay Baguio,56,Dipping,2026-05-04
Cebu Carbon,Pechay Baguio,60,Stable,2026-05-04
Baguio Public,Pechay Baguio,61,Stable,2026-05-04
Davao Bankerohan,Pechay Baguio,56,Dipping,2026-05-04
Iloilo Terminal,Pechay Baguio,66,Surging,2026-05-04
Balintawak,Cabbage (Scorpio),37,Dipping,2026-05-04
Divisoria,Cabbage (Scorpio),43,Rising,2026-05-04
Mega Q-Mart,Cabbage (Scorpio),52,Rising,2026-05-04
Muntinlupa,Cabbage (Scorpio),53,Surging,2026-05-04
Cebu Carbon,Cabbage (Scorpio),53,Surging,2026-05-04
Baguio Public,Cabbage (Scorpio),53,Rising,2026-05-04
Davao Bankerohan,Cabbage (Scorpio),48,Stable,2026-05-04
Iloilo Terminal,Cabbage (Scorpio),45,Dipping,2026-05-04
Balintawak,Carrots,86,Stable,2026-05-04
Divisoria,Carrots,93,Surging,2026-05-04
Mega Q-Mart,Carrots,114,Surging,2026-05-04
Muntinlupa,Carrots,111,Rising,2026-05-04
Cebu Carbon,Carrots,108,Rising,2026-05-04
Baguio Public,Carrots,102,Stable,2026-05-04
Davao Bankerohan,Carrots,96,Dipping,2026-05-04
Iloilo Terminal,Carrots,115,Surging,2026-05-04
Balintawak,Broccoli,136,Stable,2026-05-04
Divisoria,Broccoli,132,Stable,2026-05-04
Mega Q-Mart,Broccoli,149,Dipping,2026-05-04
Muntinlupa,Broccoli,149,Dipping,2026-05-04
Cebu Carbon,Broccoli,148,Dipping,2026-05-04
Baguio Public,Broccoli,177,Rising,2026-05-04
Davao Bankerohan,Broccoli,159,Stable,2026-05-04
Iloilo Terminal,Broccoli,184,Surging,2026-05-04
Balintawak,Tomato,66,Stable,2026-05-04
Divisoria,Tomato,62,Dipping,2026-05-04
Mega Q-Mart,Tomato,92,Surging,2026-05-04
Muntinlupa,Tomato,80,Stable,2026-05-04
Cebu Carbon,Tomato,94,Surging,2026-05-04
Baguio Public,Tomato,77,Dipping,2026-05-04
Davao Bankerohan,Tomato,83,Stable,2026-05-04
Iloilo Terminal,Tomato,87,Rising,2026-05-04
Balintawak,White Potato,69,Dipping,2026-05-04
Divisoria,White Potato,70,Dipping,2026-05-04
Mega Q-Mart,White Potato,96,Rising,2026-05-04
Muntinlupa,White Potato,105,Surging,2026-05-04
Cebu Carbon,White Potato,89,Stable,2026-05-04
Baguio Public,White Potato,100,Rising,2026-05-04
Davao Bankerohan,White Potato,93,Stable,2026-05-04
Iloilo Terminal,White Potato,98,Rising,2026-05-04
Balintawak,Bell Pepper (Green),146,Stable,2026-05-04
Divisoria,Bell Pepper (Green),147,Stable,2026-05-04
Mega Q-Mart,Bell Pepper (Green),178,Stable,2026-05-04
Muntinlupa,Bell Pepper (Green),182,Stable,2026-05-04
Cebu Carbon,Bell Pepper (Green),176,Dipping,2026-05-04
Baguio Public,Bell Pepper (Green),183,Stable,2026-05-04
Davao Bankerohan,Bell Pepper (Green),192,Rising,2026-05-04
Iloilo Terminal,Bell Pepper (Green),190,Stable,2026-05-04
Balintawak,Cauliflower,127,Stable,2026-05-04
Divisoria,Cauliflower,121,Stable,2026-05-04
Mega Q-Mart,Cauliflower,158,Rising,2026-05-04
Muntinlupa,Cauliflower,170,Surging,2026-05-04
Cebu Carbon,Cauliflower,159,Rising,2026-05-04
Baguio Public,Cauliflower,139,Dipping,2026-05-04
Davao Bankerohan,Cauliflower,141,Dipping,2026-05-04
Iloilo Terminal,Cauliflower,167,Surging,2026-05-04
Balintawak,Lettuce (Romaine),103,Rising,2026-05-04
Divisoria,Lettuce (Romaine),92,Dipping,2026-05-04
Mega Q-Mart,Lettuce (Romaine),110,Dipping,2026-05-04
Muntinlupa,Lettuce (Romaine),138,Surging,2026-05-04
Cebu Carbon,Lettuce (Romaine),114,Dipping,2026-05-04
Baguio Public,Lettuce (Romaine),124,Rising,2026-05-04
Davao Bankerohan,Lettuce (Romaine),135,Surging,2026-05-04
Iloilo Terminal,Lettuce (Romaine),129,Rising,2026-05-04
Balintawak,Mango (Carabao),110,Rising,2026-05-04
Divisoria,Mango (Carabao),115,Rising,2026-05-04
Mega Q-Mart,Mango (Carabao),127,Stable,2026-05-04
Muntinlupa,Mango (Carabao),120,Dipping,2026-05-04
Cebu Carbon,Mango (Carabao),127,Stable,2026-05-04
Baguio Public,Mango (Carabao),138,Rising,2026-05-04
Davao Bankerohan,Mango (Carabao),125,Dipping,2026-05-04
Iloilo Terminal,Mango (Carabao),142,Surging,2026-05-04
Balintawak,Rice (Well Milled),44,Dipping,2026-05-04
Divisoria,Rice (Well Milled),50,Rising,2026-05-04
Mega Q-Mart,Rice (Well Milled),52,Dipping,2026-05-04
Muntinlupa,Rice (Well Milled),54,Stable,2026-05-04
Cebu Carbon,Rice (Well Milled),60,Rising,2026-05-04
Baguio Public,Rice (Well Milled),54,Stable,2026-05-04
Davao Bankerohan,Rice (Well Milled),62,Surging,2026-05-04
Iloilo Terminal,Rice (Well Milled),59,Rising,2026-05-04
Balintawak,Eggplant,51,Stable,2026-05-04
Divisoria,Eggplant,52,Stable,2026-05-04
Mega Q-Mart,Eggplant,62,Dipping,2026-05-04
Muntinlupa,Eggplant,67,Rising,2026-05-04
Cebu Carbon,Eggplant,61,Dipping,2026-05-04
Baguio Public,Eggplant,64,Stable,2026-05-04
Davao Bankerohan,Eggplant,60,Dipping,2026-05-04
Iloilo Terminal,Eggplant,59,Dipping,2026-05-04
Balintawak,Squash,32,Dipping,2026-05-04
Divisoria,Squash,34,Stable,2026-05-04
Mega Q-Mart,Squash,43,Stable,2026-05-04
Muntinlupa,Squash,50,Surging,2026-05-04
Cebu Carbon,Squash,48,Surging,2026-05-04
Baguio Public,Squash,40,Dipping,2026-05-04
Davao Bankerohan,Squash,41,Dipping,2026-05-04
Iloilo Terminal,Squash,42,Stable,2026-05-04
Balintawak,Ampalaya,61,Dipping,2026-05-04
Divisoria,Ampalaya,70,Rising,2026-05-04
Mega Q-Mart,Ampalaya,81,Stable,2026-05-04
Muntinlupa,Ampalaya,80,Stable,2026-05-04
Cebu Carbon,Ampalaya,92,Surging,2026-05-04
Baguio Public,Ampalaya,91,Surging,2026-05-04
Davao Bankerohan,Ampalaya,77,Dipping,2026-05-04
Iloilo Terminal,Ampalaya,86,Rising,2026-05-04
Balintawak,Pechay Baguio,49,Stable,2026-05-03
Divisoria,Pechay Baguio,47,Stable,2026-05-03
Mega Q-Mart,Pechay Baguio,61,Stable,2026-05-03
Muntinlupa,Pechay Baguio,56,Dipping,2026-05-03
Cebu Carbon,Pechay Baguio,58,Stable,2026-05-03
Baguio Public,Pechay Baguio,62,Rising,2026-05-03
Davao Bankerohan,Pechay Baguio,67,Surging,2026-05-03
Iloilo Terminal,Pechay Baguio,56,Dipping,2026-05-03
Balintawak,Cabbage (Scorpio),38,Dipping,2026-05-03
Divisoria,Cabbage (Scorpio),46,Surging,2026-05-03
Mega Q-Mart,Cabbage (Scorpio),56,Surging,2026-05-03
Muntinlupa,Cabbage (Scorpio),48,Stable,2026-05-03
Cebu Carbon,Cabbage (Scorpio),49,Stable,2026-05-03
Baguio Public,Cabbage (Scorpio),53,Rising,2026-05-03
Davao Bankerohan,Cabbage (Scorpio),46,Dipping,2026-05-03
Iloilo Terminal,Cabbage (Scorpio),45,Dipping,2026-05-03
Balintawak,Carrots,87,Rising,2026-05-03
Divisoria,Carrots,88,Rising,2026-05-03
Mega Q-Mart,Carrots,99,Stable,2026-05-03
Muntinlupa,Carrots,114,Surging,2026-05-03
Cebu Carbon,Carrots,107,Rising,2026-05-03
Baguio Public,Carrots,104,Stable,2026-05-03
Davao Bankerohan,Carrots,116,Surging,2026-05-03
Iloilo Terminal,Carrots,113,Surging,2026-05-03
Balintawak,Broccoli,134,Stable,2026-05-03
Divisoria,Broccoli,154,Surging,2026-05-03
Mega Q-Mart,Broccoli,187,Surging,2026-05-03
Muntinlupa,Broccoli,179,Surging,2026-05-03
Cebu Carbon,Broccoli,185,Surging,2026-05-03
Baguio Public,Broccoli,169,Rising,2026-05-03
Davao Bankerohan,Broccoli,148,Dipping,2026-05-03
Iloilo Terminal,Broccoli,181,Surging,2026-05-03
Balintawak,Tomato,70,Rising,2026-05-03
Divisoria,Tomato,64,Dipping,2026-05-03
Mega Q-Mart,Tomato,94,Surging,2026-05-03
Muntinlupa,Tomato,80,Stable,2026-05-03
Cebu Carbon,Tomato,88,Rising,2026-05-03
Baguio Public,Tomato,77,Dipping,2026-05-03
Davao Bankerohan,Tomato,79,Stable,2026-05-03
Iloilo Terminal,Tomato,77,Dipping,2026-05-03
Balintawak,White Potato,80,Rising,2026-05-03
Divisoria,White Potato,86,Surging,2026-05-03
Mega Q-Mart,White Potato,104,Surging,2026-05-03
Muntinlupa,White Potato,89,Stable,2026-05-03
Cebu Carbon,White Potato,85,Dipping,2026-05-03
Baguio Public,White Potato,100,Rising,2026-05-03
Davao Bankerohan,White Potato,99,Rising,2026-05-03
Iloilo Terminal,White Potato,91,Stable,2026-05-03
Balintawak,Bell Pepper (Green),142,Dipping,2026-05-03
Divisoria,Bell Pepper (Green),165,Surging,2026-05-03
Mega Q-Mart,Bell Pepper (Green),200,Rising,2026-05-03
Muntinlupa,Bell Pepper (Green),210,Surging,2026-05-03
Cebu Carbon,Bell Pepper (Green),184,Stable,2026-05-03
Baguio Public,Bell Pepper (Green),170,Dipping,2026-05-03
Davao Bankerohan,Bell Pepper (Green),172,Dipping,2026-05-03
Iloilo Terminal,Bell Pepper (Green),189,Stable,2026-05-03
Balintawak,Cauliflower,144,Surging,2026-05-03
Divisoria,Cauliflower,133,Rising,2026-05-03
Mega Q-Mart,Cauliflower,158,Rising,2026-05-03
Muntinlupa,Cauliflower,160,Rising,2026-05-03
Cebu Carbon,Cauliflower,156,Stable,2026-05-03
Baguio Public,Cauliflower,163,Rising,2026-05-03
Davao Bankerohan,Cauliflower,150,Stable,2026-05-03
Iloilo Terminal,Cauliflower,166,Surging,2026-05-03
Balintawak,Lettuce (Romaine),98,Stable,2026-05-03
Divisoria,Lettuce (Romaine),93,Dipping,2026-05-03
Mega Q-Mart,Lettuce (Romaine),119,Stable,2026-05-03
Muntinlupa,Lettuce (Romaine),121,Stable,2026-05-03
Cebu Carbon,Lettuce (Romaine),137,Surging,2026-05-03
Baguio Public,Lettuce (Romaine),114,Dipping,2026-05-03
Davao Bankerohan,Lettuce (Romaine),128,Rising,2026-05-03
Iloilo Terminal,Lettuce (Romaine),137,Surging,2026-05-03
Balintawak,Mango (Carabao),105,Stable,2026-05-03
Divisoria,Mango (Carabao),110,Rising,2026-05-03
Mega Q-Mart,Mango (Carabao),125,Dipping,2026-05-03
Muntinlupa,Mango (Carabao),140,Rising,2026-05-03
Cebu Carbon,Mango (Carabao),127,Stable,2026-05-03
Baguio Public,Mango (Carabao),135,Rising,2026-05-03
Davao Bankerohan,Mango (Carabao),141,Rising,2026-05-03
Iloilo Terminal,Mango (Carabao),150,Surging,2026-05-03
Balintawak,Rice (Well Milled),45,Stable,2026-05-03
Divisoria,Rice (Well Milled),51,Surging,2026-05-03
Mega Q-Mart,Rice (Well Milled),57,Stable,2026-05-03
Muntinlupa,Rice (Well Milled),62,Surging,2026-05-03
Cebu Carbon,Rice (Well Milled),56,Stable,2026-05-03
Baguio Public,Rice (Well Milled),52,Dipping,2026-05-03
Davao Bankerohan,Rice (Well Milled),53,Dipping,2026-05-03
Iloilo Terminal,Rice (Well Milled),60,Rising,2026-05-03
Balintawak,Eggplant,52,Stable,2026-05-03
Divisoria,Eggplant,50,Dipping,2026-05-03
Mega Q-Mart,Eggplant,69,Rising,2026-05-03
Muntinlupa,Eggplant,65,Stable,2026-05-03
Cebu Carbon,Eggplant,61,Dipping,2026-05-03
Baguio Public,Eggplant,60,Dipping,2026-05-03
Davao Bankerohan,Eggplant,60,Dipping,2026-05-03
Iloilo Terminal,Eggplant,72,Surging,2026-05-03
Balintawak,Squash,38,Rising,2026-05-03
Divisoria,Squash,33,Dipping,2026-05-03
Mega Q-Mart,Squash,45,Rising,2026-05-03
Muntinlupa,Squash,40,Dipping,2026-05-03
Cebu Carbon,Squash,44,Stable,2026-05-03
Baguio Public,Squash,47,Rising,2026-05-03
Davao Bankerohan,Squash,41,Dipping,2026-05-03
Iloilo Terminal,Squash,41,Dipping,2026-05-03
Balintawak,Ampalaya,63,Dipping,2026-05-03
Divisoria,Ampalaya,75,Surging,2026-05-03
Mega Q-Mart,Ampalaya,93,Surging,2026-05-03
Muntinlupa,Ampalaya,77,Dipping,2026-05-03
Cebu Carbon,Ampalaya,80,Stable,2026-05-03
Baguio Public,Ampalaya,88,Rising,2026-05-03
Davao Bankerohan,Ampalaya,81,Stable,2026-05-03
Iloilo Terminal,Ampalaya,93,Surging,2026-05-03
Balintawak,Pechay Baguio,51,Rising,2026-05-02
Divisoria,Pechay Baguio,53,Rising,2026-05-02
Mega Q-Mart,Pechay Baguio,58,Stable,2026-05-02
Muntinlupa,Pechay Baguio,67,Surging,2026-05-02
Cebu Carbon,Pechay Baguio,60,Stable,2026-05-02
Baguio Public,Pechay Baguio,60,Stable,2026-05-02
Davao Bankerohan,Pechay Baguio,57,Stable,2026-05-02
Iloilo Terminal,Pechay Baguio,65,Surging,2026-05-02
Balintawak,Cabbage (Scorpio),42,Rising,2026-05-02
Divisoria,Cabbage (Scorpio),46,Surging,2026-05-02
Mega Q-Mart,Cabbage (Scorpio),52,Rising,2026-05-02
Muntinlupa,Cabbage (Scorpio),44,Dipping,2026-05-02
Cebu Carbon,Cabbage (Scorpio),45,Dipping,2026-05-02
Baguio Public,Cabbage (Scorpio),54,Surging,2026-05-02
Davao Bankerohan,Cabbage (Scorpio),47,Stable,2026-05-02
Iloilo Terminal,Cabbage (Scorpio),51,Rising,2026-05-02
Balintawak,Carrots,89,Rising,2026-05-02
Divisoria,Carrots,94,Surging,2026-05-02
Mega Q-Mart,Carrots,119,Surging,2026-05-02
Muntinlupa,Carrots,120,Surging,2026-05-02
Cebu Carbon,Carrots,111,Rising,2026-05-02
Baguio Public,Carrots,100,Stable,2026-05-02
Davao Bankerohan,Carrots,107,Rising,2026-05-02
Iloilo Terminal,Carrots,95,Dipping,2026-05-02
Balintawak,Broccoli,135,Stable,2026-05-02
Divisoria,Broccoli,137,Stable,2026-05-02
Mega Q-Mart,Broccoli,167,Stable,2026-05-02
Muntinlupa,Broccoli,152,Dipping,2026-05-02
Cebu Carbon,Broccoli,156,Dipping,2026-05-02
Baguio Public,Broccoli,174,Rising,2026-05-02
Davao Bankerohan,Broccoli,148,Dipping,2026-05-02
Iloilo Terminal,Broccoli,164,Stable,2026-05-02
Balintawak,Tomato,76,Surging,2026-05-02
Divisoria,Tomato,72,Rising,2026-05-02
Mega Q-Mart,Tomato,87,Rising,2026-05-02
Muntinlupa,Tomato,86,Rising,2026-05-02
Cebu Carbon,Tomato,88,Rising,2026-05-02
Baguio Public,Tomato,93,Surging,2026-05-02
Davao Bankerohan,Tomato,82,Stable,2026-05-02
Iloilo Terminal,Tomato,75,Dipping,2026-05-02
Balintawak,White Potato,82,Surging,2026-05-02
Divisoria,White Potato,76,Stable,2026-05-02
Mega Q-Mart,White Potato,90,Stable,2026-05-02
Muntinlupa,White Potato,87,Dipping,2026-05-02
Cebu Carbon,White Potato,93,Stable,2026-05-02
Baguio Public,White Potato,97,Rising,2026-05-02
Davao Bankerohan,White Potato,90,Stable,2026-05-02
Iloilo Terminal,White Potato,98,Rising,2026-05-02
Balintawak,Bell Pepper (Green),170,Surging,2026-05-02
Divisoria,Bell Pepper (Green),157,Rising,2026-05-02
Mega Q-Mart,Bell Pepper (Green),175,Dipping,2026-05-02
Muntinlupa,Bell Pepper (Green),207,Surging,2026-05-02
Cebu Carbon,Bell Pepper (Green),198,Rising,2026-05-02
Baguio Public,Bell Pepper (Green),199,Rising,2026-05-02
Davao Bankerohan,Bell Pepper (Green),212,Surging,2026-05-02
Iloilo Terminal,Bell Pepper (Green),184,Stable,2026-05-02
Balintawak,Cauliflower,133,Rising,2026-05-02
Divisoria,Cauliflower,114,Dipping,2026-05-02
Mega Q-Mart,Cauliflower,139,Dipping,2026-05-02
Muntinlupa,Cauliflower,165,Rising,2026-05-02
Cebu Carbon,Cauliflower,173,Surging,2026-05-02
Baguio Public,Cauliflower,151,Stable,2026-05-02
Davao Bankerohan,Cauliflower,150,Stable,2026-05-02
Iloilo Terminal,Cauliflower,157,Rising,2026-05-02
Balintawak,Lettuce (Romaine),107,Surging,2026-05-02
Divisoria,Lettuce (Romaine),112,Surging,2026-05-02
Mega Q-Mart,Lettuce (Romaine),121,Stable,2026-05-02
Muntinlupa,Lettuce (Romaine),114,Dipping,2026-05-02
